,,Emissions Totals,,Emissions by Gas,,,,Emissions by Sector,,,,,,Energy Emissions by Sub-Sector,,,,,,Socio-economic Data,,
State,Year,Total GHG Emissions Excluding LUCF (MtCO2e),Total GHG Emissions Including LUCF (MtCO2e),Total CO2 (excluding LUCF) (MtCO2e),Total CH4 (MtCO2e),Total N2O (MtCO2e),Total F-Gas (MtCO2e),Energy (MtCO2e),Industrial Processes (MtCO2e),Agriculture (MtCO2e),Waste (MtCO2e),Land Use and Forestry (MtCO2e),Bunker Fuels (MtCO2e),Electric Power (MtCO2e),Commercial (MtCO2e),Residential (MtCO2e),Industrial (MtCO2e),Transportation (MtCO2e),Fugitive Emissions (MtCO2e),State GDP (Million US$ (chained 1997/2005)),Population (People),Total Energy Use (Thous. tonnes oil eq. (ktoe))
New Jersey,1996,134.4994653,124.616876,126.0598628,3.729571906,2.982181173,1.727849403,127.6684009,1.813751742,0.51242291,4.504889668,-9.882589294,0,15.79276238,11.31354987,18.12222726,20.79684559,61.64301583,0,283608,8149596,62500.41976
New Mexico,1996,66.79627323,64.35856508,52.96384821,10.90539376,2.419282854,0.507748402,60.01170276,1.081433941,4.91571958,0.787416946,-2.437708147,0,27.89421358,1.599733424,2.074099537,8.085722143,13.56405066,6.793883423,44604,1752326,15192.3715
New York,1996,230.1090688,176.9714972,203.4386156,15.88022623,6.623450187,4.150889317,205.9401873,5.35632751,4.876794681,13.91987187,-53.13757156,0.015887448,46.82815099,27.94698033,37.24961563,23.23068635,70.14828678,0.536467204,634107,18588460,98678.26837
North Carolina,1996,160.8554907,161.1344465,139.7616146,10.97399499,8.086154323,2.033263957,143.1115883,2.157731407,10.56823689,5.017471242,0.278955787,0.000462887,64.27882524,4.700724092,7.694406123,18.19513897,48.24249387,0,206757,7500670,61591.64741
North Dakota,1996,56.70668445,55.78251816,45.27665438,4.167573829,6.981101224,0.281355021,46.33931535,0.453817505,9.60713856,0.306413036,-0.924166285,0,31.14678242,1.012160661,1.319028236,6.441126833,5.502640842,0.91757636,16508,650382,8886.152108
Ohio,1996,298.2384993,276.8716682,267.3386424,15.78735584,11.94845624,3.164039392,273.8141927,6.335333667,10.19676731,7.8922002,-21.36683106,5.37E-06,120.9254733,12.85249268,24.52774508,44.34105708,66.20671746,4.960707131,315189,11242827,104103.3845
Oklahoma,1996,128.3189997,118.5141558,101.8213848,17.96700979,7.604015457,0.926589681,107.3880552,4.199030931,14.14846229,2.583451346,-9.804843955,0,42.51069082,2.770077556,4.613847095,22.10764383,28.19841591,7.187379945,77538,3340129,36015.73973
Oregon,1996,47.09238293,-25.6117298,37.36022044,4.266409844,3.808158933,1.638177254,37.81904513,2.28783266,5.433096733,1.532991948,-72.70411272,0.019416455,3.216107274,1.933266799,2.541982209,7.026115848,23.09691982,0.00465318,93489,3247111,27357.417
Pennsylvania,1996,309.9933947,288.3877875,278.0862545,21.70609942,7.149501261,3.025605937,291.6881118,7.733378456,6.35323675,4.192734154,-21.60560721,0.025933587,110.6541602,14.49937841,26.44395974,59.40092924,66.31651259,14.37317156,330321,12220464,98596.04215
Rhode Island,1996,14.46626278,13.97010204,13.53985511,0.421107061,0.296320779,0.208979834,13.82644317,0.22438522,0.03444223,0.38099216,-0.49616074,0,3.443270776,1.432820735,2.710851484,1.814658568,4.424841607,0,27006,1020893,5509.383563
South Carolina,1996,78.43936986,59.08547342,70.29492813,3.510099417,3.210487156,1.422009395,70.87120304,2.612468902,2.511550335,2.442301816,-19.35389645,0.001845767,28.4254619,1.796638447,2.590237822,13.34910718,24.70975769,0,91716,3796200,36638.34568
South Dakota,1996,27.88670678,28.74704293,13.92264582,6.867343071,6.930722769,0.165995115,13.92340565,0.902936199,12.68777079,0.372594139,0.860336151,0,2.643397453,0.825784595,1.479107417,2.352474281,5.848751789,0.773890119,19410,742213,6377.332601
Tennessee,1996,135.468825,76.62844665,120.493252,7.012473856,6.152061125,1.811037956,121.488587,3.591630872,7.395623351,2.992983797,-58.84037833,0,52.01398539,4.06971481,4.952557349,19.76203873,40.53372972,0.156560964,145391,5416643,51677.10056
Texas,1996,779.9333209,750.7543913,688.15027,59.91394238,25.59336556,6.175958259,712.0638646,13.25183815,42.48123847,12.03659495,-29.1789296,0.099784783,204.5745495,11.23552063,13.2460198,284.4809723,173.8526833,24.67411905,562107,19340342,299324.8871
Utah,1996,69.0460672,41.77087377,60.65644505,5.775408738,2.161001478,0.453211926,63.46483955,1.672599848,3.108117425,0.800510373,-27.27519343,0,29.85317132,2.024822876,3.134918474,9.642379426,14.28314009,4.526407361,52980,2067976,16797.10578
Vermont,1996,7.797872549,-3.576608862,6.420659996,0.623805078,0.500541509,0.252865966,6.559845055,0.295460365,0.912693359,0.02987377,-11.37448141,0,0.014644737,0.666703353,1.526683968,0.420852537,3.93096046,0,14839,593701,3529.780377
Virginia,1996,134.270763,123.4707242,109.7702396,17.19441422,5.671356378,1.627297392,119.7467828,3.31952482,5.501913007,5.695086936,-10.80003886,0.007455463,33.21024138,6.130372202,8.213205108,17.37355928,45.54174146,9.277663395,201703,6750884,55672.03993
Washington,1996,97.21118194,58.96616673,83.30984563,5.508946446,5.199364877,3.149136196,84.66507004,3.914551588,6.023597274,2.56407425,-38.24501521,0.043888786,10.7583933,3.325792502,4.869694807,19.11696375,46.52575507,0.068470618,169162,5569753,52778.82607
West Virginia,1996,133.0604726,120.6364143,108.1192258,22.68033856,1.580533355,0.680374849,128.3440857,1.868786857,1.262694287,1.584905671,-12.42405826,0,78.19384017,1.970399607,2.700766538,13.55103506,11.63499604,20.29304833,37750,1822808,17928.81879
Wisconsin,1996,121.9590366,134.4539917,102.3008389,10.43572752,8.016765376,1.205704885,103.9143342,1.885781161,12.40708256,3.751838757,12.49495508,0,40.20854241,6.026421778,11.60234188,16.29494651,29.78208159,0,144558,5229986,44417.05197
Wyoming,1996,85.48701216,91.72383531,68.12087947,14.63556886,2.581098741,0.149465094,82.3013015,0.893762311,2.078664021,0.21328433,6.23682315,0,41.29755046,1.310194644,0.958050587,10.24181363,7.05721082,21.43648136,15968,488167,10468.96275
United States,1996,6575.579591,5689.575989,5660.804712,506.6289513,334.5196118,73.18477795,5840.255993,154.1934312,421.21883,159.4697992,-886.0036018,0.441537612,2018.044678,242.0067999,396.3618059,1186.773972,1821.464048,175.6046884,7871721,269394284,2371063.246
Alabama,1997,165.3277546,96.36472991,140.1954409,18.67098999,5.146704535,1.298364748,148.3623831,7.684333822,5.273421769,3.991361434,-68.96302473,0.016254512,68.35247483,2.433418408,3.401419505,29.08949544,33.03017833,12.0553966,122541,4367935,49709.36637
Alaska,1997,50.99992057,19.92390361,43.17601121,7.367461788,0.305198077,0.150599648,49.33730884,1.246490522,0.051219103,0.364252261,-31.07601696,0.00064985,2.741165502,2.575549234,1.726588578,21.17848301,13.73173928,7.383783234,37249,612968,17863.22429
Arizona,1997,82.26679256,85.22120104,73.58715032,3.605790466,3.08003125,1.993820531,73.51955761,3.971175324,3.48521273,1.290846897,2.954408471,0,35.17262153,1.996168273,1.914235296,4.992789224,29.36034499,0.083398298,141474,4736990,29461.1281
Arkansas,1997,80.17281127,53.45303018,63.62920831,8.278671306,7.544671716,0.720259936,62.13389838,4.348116952,12.10603695,1.584758992,-26.71978109,0,24.65899558,1.801085436,2.670693934,11.73322349,20.41443953,0.855460411,71547,2601090,26901.58184
California,1997,419.4841667,385.5006757,361.8359599,30.78564095,17.76614622,8.993167055,369.8022285,15.52683598,22.54140583,11.51044379,-33.98349091,0.103252542,35.85036405,15.42207056,27.07091259,77.89842221,209.2320418,4.328417311,1190161,32486010,190062.4183
Colorado,1997,97.52283983,86.75249094,77.47835616,13.46928782,5.467198827,1.107997024,84.98539353,2.567227358,9.151697479,0.818521471,-10.77034889,0,34.56656374,4.233469501,6.379855011,8.261511192,24.11001934,7.433974741,157345,4018293,28354.99266
Connecticut,1997,47.29293593,43.60082607,44.21441562,1.013562355,1.231327303,0.833630648,43.64006812,1.727157622,0.25490684,1.670803338,-3.69210985,0,12.1667613,4.299739247,8.16052924,2.775945844,16.23709249,0,164027,3349348,20247.23029
Delaware,1997,18.3636232,18.51769785,17.10345168,0.263110706,0.832543649,0.164517165,17.32335466,0.169831303,0.590101915,0.280335317,0.154074653,0,5.711898132,0.702466996,1.14665674,4.809508412,4.952824385,0,41934,751487,6960.954809
District Of Columbia,1997,5.492331209,5.438489313,5.099113739,0.057205522,0.129753773,0.206258174,4.403109514,1.038795438,0,0.050426257,-0.053841895,0,0.09008815,1.399282236,0.991235565,0.03310114,1.889402422,0,66301,567736,4669.028063
Florida,1997,245.3907081,211.7559535,222.1166541,11.03291165,8.212178716,4.009881916,222.5632399,7.249632923,6.573623017,8.985130463,-33.63475463,0.019081761,106.3273035,3.652809881,1.411660015,15.64501028,95.43843081,0.088025459,478036,15186304,93541.35976
Georgia,1997,175.6546126,134.9906317,159.1257991,6.871413517,7.560808055,2.09587446,160.9768746,4.382252178,6.345496851,3.949271494,-40.66398086,0.000717436,68.55146062,4.100085192,7.372801341,20.20711003,60.74541746,0,281022,7685099,69350.69803
Hawaii,1997,21.39304782,21.1549143,19.55230147,0.961609575,0.572336268,0.293653898,18.80777887,1.119509422,0.515287678,0.937325242,-0.238133525,0.013146613,7.737009659,0.309564098,0.049485695,1.976347394,8.735372023,0,48395,1211640,6895.057914
Idaho,1997,23.23177171,-10.07213678,14.42325605,4.519957641,3.753622019,0.534936009,14.41684463,1.082462217,7.273663719,0.458801145,-33.30390849,0,0.100104687,0.886245127,1.137669219,3.674738538,8.618087062,0,30989,1228520,12589.96076
Illinois,1997,275.8588506,266.6538105,236.8418874,16.27547282,19.58642771,3.155062615,235.6206226,12.84994683,18.96836693,8.419914223,-9.205040092,0,80.01513276,12.93907352,28.75533441,48.2050047,61.52956632,4.176510895,488044,12185715,98704.22393
Indiana,1997,262.8618389,257.952165,241.4049813,7.478220425,11.74815628,2.230480836,221.6881959,26.1943448,11.25635858,3.722939626,-4.909673888,0,108.4876982,5.88336512,11.12074046,49.24535481,45.68382505,1.267212182,198279,5955267,67583.22488
Iowa,1997,109.5311566,101.0840964,77.38276585,11.63411419,19.73135682,0.782919702,76.36020079,3.089356285,28.39199013,1.689609359,-8.447060192,0,31.02716655,3.868097126,6.081532396,15.80202053,19.5813842,0,96790,2891119,28607.66882
Kansas,1997,104.1155797,96.6587652,74.91599779,15.97372015,12.51219492,0.713666833,78.09762133,3.535038872,20.56549882,1.917420684,-7.456814496,0,31.0994102,2.541951047,4.344116391,15.60144534,19.67122002,4.839478319,88739,2635292,27353.48586
Kentucky,1997,166.8260043,147.950385,145.8745491,13.3398756,5.884445279,1.727134257,150.4501545,5.624086203,7.829889268,2.92187433,-18.87561923,0,82.94284826,3.426026669,5.033332578,20.92183736,31.7965196,6.32959002,123864,3952747,43617.77178
Louisiana,1997,260.6151883,236.5093175,241.3223288,13.44550625,4.473853626,1.312256134,243.0044974,8.414449169,6.32034047,2.814657805,-24.10587085,0.06124347,39.62495293,1.768667653,3.42018112,132.3214854,58.12879432,7.740416014,165519,4421071,113310.6297
Maine,1997,22.68874896,-7.597030559,20.68884951,0.669750752,0.877311753,0.452665879,20.38278391,1.239795327,0.462291376,0.603707283,-30.28577951,0.000171064,1.768891916,1.664098671,3.967974373,4.595261964,8.386556981,0,37227,1254774,12176.25931
Maryland,1997,83.37744843,80.85857974,75.2406319,3.461866913,3.081230583,1.588346929,74.83888523,3.454796411,1.775596976,3.302797704,-2.51886869,0.005372104,27.74926325,4.245186965,7.140565164,7.739134677,27.84785036,0.11688482,186425,5157328,34340.19464
Massachusetts,1997,92.93245953,87.72140957,87.08911993,2.011357383,2.179456797,1.651920718,87.47949898,1.813043894,0.289294063,3.350017897,-5.211049957,0.000604699,26.07893465,9.497149758,14.53056248,5.36864697,32.00420513,0,254163,6226058,36371.53256
Michigan,1997,221.7112287,231.4738982,201.1137929,9.873227411,8.189146381,2.535062065,196.0606259,11.74957248,6.773245609,7.127784769,9.76266952,0,72.36279466,12.17009352,25.42015603,26.46461986,58.60171168,1.041250117,342873,9809051,78123.83003
Minnesota,1997,116.0568125,142.6793556,94.00369649,6.636215788,14.12466866,1.292187658,94.77114526,1.979666165,17.62074336,1.685213805,26.62254303,4.39E-05,31.4620645,6.186445445,9.724770994,15.46836861,31.92949571,0,180065,4763390,41572.4481
Mississippi,1997,69.97488491,15.7439335,59.54831787,4.792780422,4.853100148,0.780686467,58.17434582,4.086257484,6.176345675,1.537935925,-54.2309514,0,17.98101146,1.53647177,2.034304139,10.41988446,25.50717256,0.695501428,71397,2777004,29062.39519
Missouri,1997,156.4166968,137.5854986,131.2438476,11.48762186,11.79662275,1.888604601,129.6216056,6.234514358,16.85765929,3.70291752,-18.83119814,0,61.5250805,5.250609045,8.735700106,10.46409112,43.63166605,0.014458773,189990,5481193,44644.52855
Montana,1997,41.73078098,-4.825857701,30.79434211,6.39020206,4.075345076,0.470891734,32.59543389,0.88329387,8.099927139,0.152126088,-46.55663869,0,16.24543262,0.974576666,1.512758792,4.654622638,7.419523716,1.788519458,24059,889865,9210.773061
Nebraska,1997,68.51750145,64.65722503,42.96202645,11.08923145,14.00281421,0.463429349,42.16339354,2.108257571,23.48329472,0.762555619,-3.860276422,0,18.17211606,2.085107145,2.911873868,5.430549792,13.49988336,0.063863317,60444,1686418,16328.01565
Nevada,1997,42.32376234,35.45184247,38.9322738,1.694914079,1.21984753,0.476726922,38.80280022,1.358151669,1.456284237,0.706526213,-6.871919865,0,19.52648166,1.381481747,1.632020522,2.881076248,13.36708596,0.014654083,73568,1764104,13992.82123
New Hampshire,1997,17.75793258,11.58536461,16.62910379,0.30319922,0.516129701,0.309499873,17.01905008,0.332635967,0.153058149,0.253188381,-6.172567972,0,5.094601621,1.37905862,2.917257574,1.003716085,6.624416182,0,40120,1189425,7038.922301
New Jersey,1997,135.9657532,126.0285759,128.3655603,2.683890765,2.890626105,2.025676069,129.3510163,2.943297667,0.465827976,3.205611285,-9.93717733,0,17.14568053,11.59060801,17.32776703,20.97595362,62.31100712,0,357153,8218808,63018.64907
New Mexico,1997,71.08273154,68.63614688,56.32694972,11.8213232,2.353507566,0.580951062,64.21032853,1.167960072,4.897860816,0.806582125,-2.446584661,0,29.04546943,1.644845226,2.266889727,7.346192631,16.26987118,7.637060335,53246,1774839,16178.63255
New York,1997,236.1742446,182.9808511,208.678995,16.08439098,6.557496251,4.83642521,210.9029057,6.910216124,4.765288872,13.57889676,-53.19339348,0.016937157,52.35173124,29.83121385,35.56434578,22.54195122,70.12195016,0.491713463,767911,18656546,100465.75
North Carolina,1997,163.7142754,163.8779456,142.9981432,10.62700685,7.785143318,2.303313709,145.3593921,3.483171144,10.43655644,4.434487465,0.163670113,0.00066833,66.88127685,4.494983368,6.992230496,17.89288401,49.09801734,0,269995,7656825,61030.22603
North Dakota,1997,55.05049914,54.10226552,44.38159775,4.230748157,6.128511923,0.309641301,45.29715988,0.695633894,8.747431388,0.310273975,-0.948233616,0,29.77513959,0.981218412,1.285769295,6.648747948,5.590876163,1.015408474,19389,649716,9046.975809
Ohio,1997,307.6871226,286.1631999,276.9292677,15.59312133,11.62198925,3.542739051,270.0303147,20.1225993,9.755841986,7.77836137,-21.52392275,5.28E-06,118.0416167,12.54613795,23.13609401,43.30748596,67.9714346,5.027545476,396947,11277357,103649.2882
Oklahoma,1997,130.2932197,120.5372552,103.7633266,18.08316506,7.390603972,1.056124095,108.8567986,4.887720756,13.95746243,2.591237922,-9.75596455,0,43.49480206,3.183627093,4.2844733,22.69215703,27.95582656,7.245912595,101343,3372917,36156.85736
Oregon,1997,47.24268582,-8.533036516,37.76719262,3.979294741,3.690110742,1.78553308,37.50696775,3.255336349,5.252223353,1.207603727,-55.77572234,0.020554642,2.717114432,1.925118178,2.430158249,7.150389215,23.27979301,0.00439467,102347,3304310,27638.87107
Pennsylvania,1997,323.4071689,301.6346654,289.9889843,22.82229202,7.098806625,3.464310718,297.9469477,15.27278109,6.143274617,4.011390284,-21.77250348,0.032775201,112.1326298,13.76822074,24.92751665,61.98925604,69.09188515,16.03743934,416868,12227814,97685.30423
Rhode Island,1997,15.17407214,14.6748239,14.46723045,0.169818546,0.289759226,0.247263916,13.90958368,1.093602141,0.031419822,0.139466498,-0.499248237,0,3.35946486,1.352976912,2.652701347,1.662275909,4.882164652,0,34485,1025353,5450.769347
South Carolina,1997,81.8746062,62.46952956,73.53311465,3.683698933,3.091714106,1.564797661,72.97273249,3.869958528,2.348037611,2.682596718,-19.40507664,0.001280851,29.40150719,1.74284314,2.322632708,13.72959359,25.77615587,0,117441,3859696,37840.36551
South Dakota,1997,27.86799326,28.76659012,14.22436621,6.444356336,7.007281227,0.191989496,13.8872016,0.973974303,12.62748729,0.379330075,0.898596855,0,3.54151487,0.769797807,1.349181451,2.335210836,5.700636848,0.190859789,22356,744223,6117.701357
Tennessee,1997,140.966854,82.06052361,126.3254982,6.830280566,5.813802728,1.997272433,124.795477,6.195158633,6.73183078,3.244387557,-58.90633034,0,55.03518977,3.88406107,4.472899656,20.28831331,40.91894733,0.19606585,181888,5499233,51112.32763
Texas,1997,805.0687679,775.8165527,714.2211397,59.33781779,24.44922199,6.9734732,735.2736993,17.93597485,39.47611914,12.29585938,-29.25221515,0.087115228,209.1995785,13.20170217,13.71140584,295.0476053,178.67068,25.44272737,754194,19740317,309644.618
Utah,1997,71.62959009,44.34882414,63.24394277,5.685240702,2.163101224,0.537305401,65.38680563,2.225222563,3.136062341,0.881499561,-27.28076595,0,30.84187283,2.209097788,3.396992046,10.24666167,14.89171809,3.800463197,68799,2119784,17154.76338
Vermont,1997,7.979794407,2.369777583,6.607332952,0.617795969,0.472552629,0.282112857,6.775230359,0.334577883,0.879904415,-0.00991825,-5.610016824,0,0.022244984,0.711640275,1.488528407,0.692200708,3.860615985,0,17302,597239,3650.58715
Virginia,1997,136.2403066,125.4176073,113.3575455,15.70721686,5.299911831,1.864820369,120.9927775,4.564743793,5.217463528,5.454509679,-10.82269924,0.01081204,34.50619247,5.665642665,7.832081227,18.03024061,46.86211126,8.09650929,257517,6829183,55578.6251
Washington,1997,95.14546719,56.84366641,81.72178766,5.13183582,4.860215801,3.373262736,82.3440496,4.945729529,5.620470978,2.176851906,-38.30180078,0.058365176,9.038572665,3.322324437,4.945786535,17.33854935,47.63139593,0.067420685,223784,5674747,53512.10857
West Virginia,1997,136.624275,124.1886466,112.9262688,21.36203285,1.594023245,0.741950114,130.8058168,3.011709746,1.192820224,1.61392827,-12.43562844,0,82.21904175,1.894271652,2.678905585,12.3616663,12.66070857,18.99122293,47387,1819113,17880.234
Wisconsin,1997,124.8825418,137.3850521,105.3194727,10.11697627,8.047076301,1.399006874,106.5831346,2.482740865,12.32204236,3.494614303,12.5025103,9.66E-06,43.40720884,5.942232473,10.444232,16.84661369,29.94284761,0,179537,5266213,44581.45401
Wyoming,1997,84.44943012,87.4767244,67.33531014,14.43258187,2.517263,0.164275115,81.27743548,0.93416538,2.0154137,0.222415566,3.027294273,0,40.96897135,0.939815996,0.81804585,10.41972389,7.171548612,20.95932978,21015,489451,10458.80732
United States,1997,6744.411591,5891.991353,5840.008658,498.8997757,321.5773477,83.47674825,5931.868676,254.367303,406.6630987,151.0634515,-852.4202378,0.449061555,2086.317514,242.2117939,377.0455613,1208.40648,1842.366459,175.5208687,9856166,272646925,2387668.911
Alabama,1998,163.3567689,94.35059756,138.0207918,18.62849022,5.337170152,1.357285032,146.0256465,7.916208555,5.406430722,3.995451443,-69.0061713,0.013031658,69.3195973,1.916163292,3.159058758,25.91378295,33.63978581,12.07725837,126309,4404701,50864.86779
Alaska,1998,51.58666447,20.50685968,44.20801166,6.901066725,0.313489553,0.163353558,49.85944517,1.284908243,0.05797034,0.383597738,-31.07980479,0.000742981,2.914858553,2.679780238,1.67313925,21.6887949,13.99809703,6.904775203,35341,619932,18228.31576
